,0,1,cluster,u1,u2,u3,u4,u5
22,0.521667,0.5075,3.0,0.15933623185021,0.016784536663168797,0.1782276041124314,0.3333162157556463,0.31233541161854345
23,0.4975,0.48,2.0,0.3279819981773033,0.03467291871291206,0.34361632429834305,0.14872693017070163,0.1450018286407399
24,0.481667,0.524167,0.0,0.27943752470551414,0.03587167130870026,0.2514016834350644,0.21860857826608687,0.21468054228463423
25,0.505,0.7175,4.0,0.2134863278891292,0.10862391336390533,0.21191238001737164,0.23254042433235553,0.23343695439723833
26,0.499167,0.7025,4.0,0.2140515799454698,0.10501884628132749,0.21226148589905244,0.23386988435519288,0.2347982035189574
27,0.5175,0.696667,4.0,0.21287057178703997,0.10334702535002882,0.2113768483541644,0.23565838117841753,0.23674717333034925
28,0.521667,0.709167,4.0,0.21259051252491137,0.10663058181681229,0.21124097371065487,0.23425149069699575,0.23528644125062576
29,0.505,0.718333,4.0,0.21347509963132427,0.10882201286267576,0.21190700403908624,0.23245154282966873,0.23334434063724493
30,0.504167,0.68,4.0,0.21392572608504973,0.0987341389485422,0.2120172718247552,0.23711424969494524,0.23820861344670757
31,0.516667,0.724167,4.0,0.2127853246600477,0.11016428771190848,0.21142942769722056,0.23234664349819495,0.2332743164326283
32,0.5,0.685,4.0,0.21422585568415692,0.1002765192677576,0.21227890979671163,0.2360964127585846,0.23712230249278932
33,0.495833,0.691667,4.0,0.21445316611781567,0.10225968922714491,0.2124944769654792,0.2349189230196941,0.23587374466986605
34,0.521667,0.684167,4.0,0.2125221461610296,0.0999594049583974,0.21104372423869228,0.23763229300393984,0.2388424316379409
35,0.4925,0.694167,4.0,0.21465027339847517,0.10306081625903707,0.2126566952014442,0.23435823226377941,0.23527398287726414
36,0.5175,0.693333,4.0,0.21286976138399394,0.10244834687501085,0.2113557865901734,0.23610736168795304,0.23721874346286875
37,0.5,0.7,4.0,0.21403308030639254,0.10435121853605166,0.21223487704241772,0.23421721789031102,0.23516360622482704
38,0.48,0.695833,4.0,0.21548050140882297,0.10416927701778551,0.21328976683766016,0.2331266890035192,0.23393376573221222
39,0.515833,0.703333,4.0,0.21296554695599668,0.1050804327526,0.21148041496192097,0.23471887101207925,0.2357547343174031
40,0.520833,0.708333,4.0,0.2126419578476201,0.10640835879491811,0.21127378128626695,0.23432028140411368,0.23535562066708118
41,0.519167,0.675833,4.0,0.21263789301626332,0.09746688274633646,0.2110505984419401,0.23879182504488586,0.2400528007505743
42,0.515,0.676667,4.0,0.21299998608364484,0.09766830512759038,0.21131641046764316,0.23839886129044957,0.23961643703067212
43,0.478333,0.679167,4.0,0.21612904269033048,0.09982481332145157,0.21366463864144444,0.23476862950425129,0.23561287584252222
44,0.475833,0.694167,4.0,0.21581512674243103,0.1040335067249482,0.21353401467240674,0.23291996051076855,0.23369739134944545
45,0.484167,0.321667,1.0,0.12573936596581942,0.5228979894387857,0.12668178325404766,0.11261258652312021,0.11206827481822704
46,0.513333,0.29,1.0,0.0,1.0,0.0,0.0,0.0
47,0.476667,0.3075,1.0,0.11659358284282559,0.5564748969627797,0.11733292671414167,0.10503868983731991,0.10455990364293317
48,0.5,0.305833,1.0,0.07573166006824325,0.710397485991479,0.07637602925725909,0.06889360545963132,0.06860121922338724
49,0.499167,0.303333,1.0,0.07176145646809745,0.725480202884776,0.07235906277166183,0.06533694968754021,0.06506232818792446
50,0.5075,0.300833,1.0,0.04991474769747225,0.808579830174179,0.05036052209590463,0.04566449527161656,0.04548040476082757
51,0.481667,0.3125,1.0,0.11557728036144699,0.5605279855248518,0.11638184188970364,0.10399709274618957,0.10351579947780792
52,0.511667,0.310833,1.0,0.0775207946284691,0.7029945550601702,0.07828132690183857,0.07074895118322891,0.07045437222629322
53,0.511667,0.3075,1.0,0.06754713345407895,0.7410314588739935,0.06819721091540547,0.06173853232467444,0.0614856644318477
54,0.5025,0.316667,1.0,0.09816650175022859,0.6253203934404958,0.09907546415191675,0.08891654899159661,0.08852109166576218
55,0.5,0.306667,1.0,0.0776314119246273,0.7031884715153798,0.07829476780200947,0.0705931024701055,0.07029224628787789
56,0.491667,0.313333,1.0,0.10332670690294288,0.6063547408836977,0.10415471607302618,0.09329315191291768,0.09287068422741557
57,0.505,0.3125,1.0,0.08590732451114015,0.6715709518357371,0.08670527416642776,0.0780765596250515,0.07773988986164357
58,0.4875,0.310833,1.0,0.10502876302108426,0.5999782620401501,0.10581702983494982,0.09480230385735876,0.09437364124645697
59,0.496667,0.288333,1.0,0.06070027261649745,0.7671928285671531,0.061158897378598275,0.055583566645409206,0.055364434792341946
60,0.495833,0.311667,1.0,0.09452933813629819,0.6393665850725463,0.09531995607776494,0.08558172814677113,0.08520239256661953
61,0.5175,0.29,1.0,0.01837488818696222,0.9292300683023166,0.018543293074476032,0.016957117998217076,0.016894632438028055
62,0.505833,0.291667,1.0,0.03229261336426405,0.8759899301142772,0.03256346501930235,0.029634555266937288,0.029519436235219198
63,0.5125,0.3175,1.0,0.09545936154525107,0.6346961645496131,0.09644122570056114,0.086888043337978,0.08651520486659672
64,0.484167,0.275833,1.0,0.09287694574541136,0.6437015771952115,0.09345980865123439,0.08514480673620985,0.08481686167193293
65,0.716667,0.4975,4.0,0.20173861549576536,0.15046552565049573,0.20490253294231947,0.22103249743937908,0.22186082847204033
66,0.7,0.4775,4.0,0.2014951648756215,0.15327597532180703,0.20505533131941017,0.21971341535846658,0.2204601131246947
67,0.705,0.5125,4.0,0.20245615290700308,0.14158917854212166,0.20567754579692415,0.2246483382423334,0.2256287845116176
68,0.7125,0.48,4.0,0.20119067411906866,0.15600566471266492,0.2045158102234883,0.21877955554369855,0.21950829540107955
69,0.6875,0.519167,4.0,0.20293035057029488,0.1328785976058123,0.20636333367132845,0.22834181173256313,0.22948590642000125
70,0.680833,0.4825,4.0,0.20239478862680266,0.14410166824840173,0.2063392802813017,0.2231547920337024,0.22400947080979156
71,0.705833,0.496667,4.0,0.20200486901826084,0.14723829630586033,0.20534968743329096,0.22226913293618897,0.22313801430639893
72,0.71,0.504167,4.0,0.20211868881021397,0.14600449450627845,0.20533696742915022,0.22281985936221332,0.22371998989214403
73,0.7075,0.5,4.0,0.20206103992359217,0.14659590735837977,0.20535281555270798,0.22255292873553897,0.22343730842978113
74,0.686667,0.5225,4.0,0.2029885109006346,0.13160452112402166,0.20638938470316476,0.22892113100709688,0.2300964522650821
75,0.7125,0.5225,4.0,0.20253611352381412,0.14137007888401373,0.20554624951340075,0.22477595594775251,0.22577160213101885
76,0.7225,0.505,4.0,0.20183729918699486,0.14975389610817133,0.20486372301900868,0.2213485636267617,0.2221965180590634
77,0.709167,0.5225,4.0,0.2026006032461482,0.14021007220209575,0.20565631826632538,0.22525861639131045,0.2262743898941202
78,0.685,0.504167,4.0,0.20275092862450786,0.1366911442610617,0.20641670932852102,0.22655103681166755,0.22759018097424194
79,0.719167,0.495833,4.0,0.20161553712447297,0.15182615227655083,0.2047522351637528,0.22049893149057967,0.22130714394464374
80,0.721667,0.493333,4.0,0.20145972294418435,0.15346965581759411,0.2045739812073575,0.21985639310851512,0.22064024692234893
81,0.7025,0.516667,4.0,0.2026041748410952,0.13943624530064647,0.20582104624777373,0.22555814564317445,0.22658038796731023
82,0.683333,0.521667,4.0,0.2030252689704575,0.13043455270681606,0.20649590396828615,0.22942373386855047,0.23062054048588984
83,0.711667,0.5225,4.0,0.20255233039545678,0.1410827770547631,0.20557373646419533,0.22489527624031955,0.2258958798452652
84,0.723333,0.52,4.0,0.2022548935632626,0.14561313931625205,0.20514817934891752,0.22303035166000854,0.22395343611155927
85,0.320833,0.505,0.0,0.22756136639268207,0.14133573600895047,0.22334340488851132,0.20433240876752504,0.20342708394233108
86,0.300833,0.5,0.0,0.22433452778970658,0.1495526749549913,0.22063467183810878,0.20315346560063116,0.20232465981656214
87,0.278333,0.519167,0.0,0.22219026494604743,0.15060868263743232,0.21877977600255968,0.20456137066592414,0.20385990574803636
88,0.3,0.509167,0.0,0.22457851387858835,0.1470087865570238,0.22081595139265148,0.2041994758499018,0.20339727232183463
89,0.32,0.495,0.0,0.22698688345893062,0.14505184558689627,0.2229093836235192,0.2029902417263673,0.20206164560428663
90,0.309167,0.5025,0.0,0.2256382211799232,0.14613138073288767,0.22173295029394444,0.20367777150440994,0.20281967628883474
91,0.308333,0.524167,0.0,0.22603848159339998,0.14030864851403965,0.22199440794432523,0.20622285329151333,0.20543560865672178
92,0.320833,0.5025,0.0,0.22747052302197035,0.142153152330356,0.22327976963884963,0.2040046507686938,0.20309190424013016
93,0.323333,0.485,0.0,0.22691135288133477,0.14777095943509408,0.22290036377467115,0.20169259153068,0.20072473237822003
94,0.2775,0.513333,0.0,0.22193403986256227,0.15230588473660456,0.21856921308383634,0.20395212741352606,0.20323873490347083
95,0.313333,0.493333,0.0,0.2258258635968461,0.14789533123732115,0.22192903429221414,0.20262470371981403,0.2017250671538046
96,0.279167,0.4975,0.0,0.22149089413166503,0.15634305307262886,0.2182101438568571,0.20235448415960944,0.2016014247792396
97,0.310833,0.479167,0.0,0.22446314593813468,0.1541540033087033,0.22081856642872535,0.20073911782206713,0.19982516650236948
98,0.3225,0.490833,0.0,0.22716605723832511,0.14573968344457883,0.22308445656506887,0.20248057416870083,0.2015292285833264
J,0.10865701330738106
